6.531823442980892e-03	5.830585766542473e-01	5.763371136462572e-02
6.696074874599584e-03	6.320583885652159e-01	5.465914311209553e-02
6.864456628022639e-03	5.003170746026949e-01	4.164890845739180e-02
7.037072565712864e-03	6.083953651208051e-01	4.057179335671658e-02
7.214029161893527e-03	5.892788924285889e-01	3.571598096530853e-02
7.395435568224567e-03	6.048620837754159e-01	3.288736915075066e-02
7.581403681130316e-03	6.199598222655728e-01	3.079769224202014e-02
7.772048210820265e-03	6.363388050799091e-01	2.901710164936928e-02
7.967486752045462e-03	6.230515040121191e-01	2.655685958184347e-02
8.167839856634156e-03	7.154224710935881e-01	2.673970745656616e-02
8.373231107851462e-03	6.708498665043291e-01	2.410979757117582e-02
8.583787196628889e-03	6.462769845300078e-01	2.218838594591932e-02
8.799637999710772e-03	7.180530799808489e-01	2.228134542486433e-02
9.020916659765787e-03	6.767790671542269e-01	2.027230235625828e-02
9.247759667512984e-03	7.360113115376494e-01	2.009244045507812e-02
9.480306945912998e-03	6.915941750249618e-01	1.854569221715949e-02
9.718701936476341e-03	7.188062217078273e-01	1.778891901802773e-02
9.963091687742044e-03	7.051079457731294e-01	1.693437263249952e-02
1.021362694598122e-02	6.569890140678842e-01	1.543382208416906e-02
1.047046224818147e-02	6.483482305527304e-01	1.464137382274776e-02
1.073375601736952e-02	6.118862066436528e-01	1.343595173472797e-02
1.100367066033086e-02	5.534376881328090e-01	1.500176175300758e-02
1.128037266778670e-02	5.593814272309470e-01	1.648963265958455e-02
1.156403271708999e-02	4.789098823442042e-01	1.352858680779974e-02
1.185482577750385e-02	4.453883719405223e-01	1.252390225680515e-02
1.215293121812742e-02	4.082079781659267e-01	1.139634185850210e-02
1.245853291853559e-02	3.478122171589574e-01	9.710313094762035e-03
1.277181938220097e-02	3.066633662866358e-01	8.533451911707067e-03
1.309298385276794e-02	2.677857334635492e-01	7.594193755111756e-03
1.342222443325064e-02	2.172356585307445e-01	6.291939205506274e-03
1.375974420822831e-02	1.728516439060660e-01	5.273594105642700e-03
1.410575136911340e-02	1.464593169309746e-01	4.581630220611313e-03
1.446045934256972e-02	1.116655063893768e-01	3.788736309735897e-03
1.482408692215981e-02	8.901581657591205e-02	3.175919742343687e-03
1.519685840330283e-02	6.862406150993772e-02	2.645546064611592e-03
1.557900372162606e-02	5.544606938206214e-02	2.233646923978488e-03
1.597075859479547e-02	4.323989377551003e-02	1.889763931026612e-03
1.637236466791287e-02	3.134097550514418e-02	1.519296540356053e-03
1.678406966256912e-02	2.628233733985432e-02	1.343062496673439e-03
1.720612752964562e-02	2.036453986709157e-02	1.120651990012125e-03
1.763879860595817e-02	1.696396533713181e-02	9.648165783602221e-04
