6.532015878499265e-03	8.711144069483135e-01	8.152014477169321e-02
6.696661870732718e-03	8.046393727403726e-01	4.680379771882946e-02
6.865457929846407e-03	7.667486602327852e-01	3.852129790624878e-02
7.038508662426115e-03	7.746994063209298e-01	3.355964919559037e-02
7.215921311771227e-03	8.135111268261771e-01	3.192988395111901e-02
7.397805824355733e-03	8.211223483366523e-01	2.938285228761432e-02
7.584274917964443e-03	7.520450992135849e-01	2.532610501475052e-02
7.775444151546655e-03	8.258814005013084e-01	2.484627357829230e-02
7.971431996830539e-03	8.027332373353556e-01	2.256031108640309e-02
8.172359911742651e-03	8.268551911308609e-01	2.143082894452058e-02
8.378352415678036e-03	8.425245123322922e-01	2.039977312506431e-02
8.589537166667615e-03	8.169162155884280e-01	1.857838260998355e-02
8.806045040490639e-03	8.299914092686561e-01	1.785328690456480e-02
9.028010211781245e-03	8.430842676807782e-01	1.702509555836857e-02
9.255570237179402e-03	8.478425047935290e-01	1.606946524184945e-02
9.488866140577746e-03	8.519989603738756e-01	1.535965720822511e-02
9.728042500517150e-03	8.285188300963494e-01	1.420935573569616e-02
9.973247539785185e-03	8.396524650654615e-01	1.374470394517858e-02
1.022463321727301e-02	7.287368954069332e-01	1.200004264351644e-02
1.048235532214759e-02	7.001960576798489e-01	1.118672398904412e-02
1.074657357039764e-02	6.385136796045715e-01	1.001269460154922e-02
1.101745170381309e-02	6.119827990548219e-01	1.359877062629230e-02
1.129515759145940e-02	6.078668284017553e-01	1.505795997133061e-02
1.157986333370973e-02	5.233308444576046e-01	1.232051420872383e-02
1.187174536889921e-02	4.958962546147455e-01	1.148067314202630e-02
1.217098458266769e-02	4.479911961881512e-01	1.028301340230248e-02
1.247776642005841e-02	4.006463576918061e-01	8.884560587143570e-03
1.279228100044240e-02	3.612451594738766e-01	7.937164673927443e-03
1.311472323533955e-02	3.183943395637008e-01	6.970406278711037e-03
1.344529294920952e-02	2.800126285602376e-01	6.015703652140421e-03
1.378419500328729e-02	2.429932585659640e-01	5.227921549170709e-03
1.413163942254015e-02	2.071033121633624e-01	4.480841700916802e-03
1.448784152582470e-02	1.713936072038847e-01	3.780324581524514e-03
1.485302205932464e-02	1.454764835475779e-01	3.244466653388170e-03
1.522740733335198e-02	1.157314509211584e-01	2.702009944878968e-03
1.561122936259645e-02	9.125429546112740e-02	2.199989451892743e-03
1.600472600991005e-02	7.364383033352873e-02	1.857142636416273e-03
1.640814113371585e-02	5.748944857468321e-02	1.540912230407066e-03
1.682172473913229e-02	4.178704287319631e-02	1.228991986634662e-03
1.724573313290685e-02	3.086384625064306e-02	9.953408088272766e-04
