6.532111736829316e-03	4.768693860731558e-01	3.970995550996751e-02
6.696954280981934e-03	4.779570535633276e-01	2.853349932786592e-02
6.865956745457025e-03	4.636492724579512e-01	2.435568572653679e-02
7.039224108839934e-03	4.460526086647145e-01	2.055878828517540e-02
7.216863998926208e-03	4.602252073459090e-01	1.949691905081041e-02
7.398986759576332e-03	5.002357831003036e-01	1.858975728121874e-02
7.585705519257581e-03	4.962394018213058e-01	1.679255985705093e-02
7.777136261315577e-03	5.428933672798240e-01	1.659598975371413e-02
7.973397896019200e-03	5.461307767646127e-01	1.535045386620501e-02
8.174612334423606e-03	5.692531598410474e-01	1.474957447042381e-02
8.380904564097229e-03	5.706688252130390e-01	1.386553826335544e-02
8.592402726759809e-03	5.692345856120202e-01	1.291254666523879e-02
8.809238197879675e-03	6.012529598226056e-01	1.266788162853173e-02
9.031545668279711e-03	6.056669140216135e-01	1.205163821356535e-02
9.259463227802727e-03	6.647318314376871e-01	1.199350008477469e-02
9.493132451088168e-03	6.435987319596881e-01	1.117829129196315e-02
9.732698485513468e-03	6.413747105031185e-01	1.049466678025073e-02
9.978310141354666e-03	6.311618314751447e-01	9.960554693815514e-03
1.023011998422230e-02	5.652665963315225e-01	8.866162186648667e-03
1.048828442982994e-02	4.935193382784407e-01	7.801674735515505e-03
1.075296384115438e-02	4.375227437718058e-01	6.880108711686587e-03
1.102432262804761e-02	3.924053067622184e-01	8.933119225790124e-03
1.130252934936263e-02	3.766799306285176e-01	9.549613402881083e-03
1.158775681765651e-02	3.321213846316205e-01	7.979679014535437e-03
1.188018220653566e-02	3.012288778558859e-01	7.116032152018907e-03
1.217998716071003e-02	2.706702903364828e-01	6.337703808298179e-03
1.248735790882468e-02	2.365866360113569e-01	5.445708593459276e-03
1.280248537913861e-02	2.128327777045665e-01	4.842345868829348e-03
1.312556531812298e-02	1.851102627540818e-01	4.199808375833650e-03
1.345679841205211e-02	1.573974664857053e-01	3.533725162243660e-03
1.379639041166299e-02	1.364649983195505e-01	3.098906155066588e-03
1.414455225996065e-02	1.183726758315243e-01	2.706307525321129e-03
1.450150022324876e-02	9.964829441128797e-02	2.315679331264716e-03
1.486745602546693e-02	8.397174268448962e-02	1.985393925720726e-03
1.524264698591807e-02	7.333855215914276e-02	1.764061849050858e-03
1.562730616047141e-02	6.003814153812113e-02	1.457496442902634e-03
1.602167248632890e-02	5.050616703848635e-02	1.271128759939025e-03
1.642599093044487e-02	4.095650687748533e-02	1.078136678324137e-03
1.684051264169115e-02	3.432709358394592e-02	9.334460702019309e-04
1.726549510686223e-02	2.735350033273755e-02	7.859815641561429e-04
1.770120231061733e-02	2.230746147632862e-02	6.657447241795664e-04
1.814790489945864e-02	1.891353923714507e-02	5.854540864938541e-04
1.860588034984777e-02	1.474395136502957e-02	4.911880251014004e-04
1.907541314056467e-02	1.231427587191936e-02	4.272986322965073e-04
1.955679492941620e-02	1.006398524790356e-02	3.708947362075215e-04
2.005032473440402e-02	7.958447651126327e-03	3.169522719613207e-04
2.055630911946441e-02	6.394597873807530e-03	2.730712536773053e-04
2.107506238489538e-02	5.707060488939393e-03	2.483333037715247e-04
2.160690676258932e-02	4.452499408545710e-03	2.123342217794480e-04
2.215217261619251e-02	4.163628801791745e-03	1.985363077263491e-04
2.271119864631575e-02	3.572852369584157e-03	1.780914233009346e-04
2.328433210092371e-02	3.076519113290646e-03	1.636145989810342e-04
2.387192899103353e-02	2.676869681447201e-03	1.492674603091639e-04
2.447435431185677e-02	2.747902799355714e-03	1.492809991414598e-04
2.509198226952201e-02	2.292077359359712e-03	1.346783812403115e-04
2.572519651351902e-02	2.216379439941324e-03	1.316926840311658e-04
2.637439037500874e-02	1.660836802941900e-03	1.133679264836894e-04
2.703996711114723e-02	1.537787182137783e-03	1.095345347308513e-04
2.772234015557531e-02	1.091146494048811e-03	9.063755586803653e-05
2.842193337522950e-02	1.333423889037874e-03	9.806262303490874e-05
2.913918133363372e-02	1.086844994835812e-03	8.751929608922996e-05
2.987452956083539e-02	7.458881364857920e-04	7.084361450398573e-05
3.062843483015356e-02	6.604232764933163e-04	6.539903436973701e-05
3.140136544191096e-02	6.607627770497680e-04	6.432210631928290e-05
3.219380151432623e-02	4.942698474096249e-04	5.467604447998523e-05
3.300623528174705e-02	4.457376923008193e-04	5.108684432707747e-05
3.383917140040935e-02	3.776528811331312e-04	4.693982775395583e-05
3.469312726191267e-02	3.507624437487503e-04	4.484236424771202e-05
3.556863331460616e-02	3.541950278478518e-04	4.437740615007076e-05
3.646623339308511e-02	3.019839846031919e-04	4.070969099707868e-05
3.738648505600249e-02	1.876008191707295e-04	3.210617246963276e-05
3.832995993240544e-02	1.916946389511394e-04	3.262936812165388e-05
3.929724407681179e-02	2.133825441998458e-04	3.422528223133073e-05
4.028893833324722e-02	2.008161777806896e-04	3.335588376795896e-05
4.130565870846911e-02	1.868840414702397e-04	3.246362420407567e-05
4.234803675460903e-02	1.593150689687427e-04	3.032325845417177e-05
4.341671996147144e-02	1.432349414368691e-04	2.911879428807360e-05
4.451237215873234e-02	1.218645066584466e-04	2.800820759287141e-05
4.563567392828768e-02	1.246943984652956e-04	2.947054298060489e-05
4.678732302700775e-02	1.493958528284328e-04	3.431991464051854e-05
4.796803482015996e-02	8.602594342263999e-05	2.722921398761030e-05
4.917854272576948e-02	7.409893202257142e-05	2.623009824878816e-05
5.041959867019352e-02	1.158614464598314e-04	3.498517782085624e-05
5.169197355519250e-02	1.557700717763262e-04	4.278832650294002e-05
5.299645773678795e-02	1.110542499123258e-04	3.770656169351227e-05
5.433386151620483e-02	1.158000488189441e-04	4.025788975500178e-05
5.570501564320308e-02	9.892315725528498e-05	3.877905221001411e-05
5.711077183211117e-02	8.654718640995709e-05	3.813823049291728e-05
5.855200329088205e-02	1.092869050251720e-04	4.467653814303225e-05
6.002960526350025e-02	9.691472972813923e-05	4.340697333319620e-05
6.154449558607701e-02	8.384192143166122e-05	4.199746965702500e-05
6.309761525697886e-02	4.435912970389907e-05	3.139899325351277e-05
6.468992902134385e-02	9.441885802290821e-05	4.725762098686433e-05
6.632242597034840e-02	5.648331240876985e-05	3.728530402380146e-05
6.799612015559708e-02	7.170971385583783e-05	4.370947186412255e-05
6.971205121901708e-02	5.577867258089242e-05	3.949040297806267e-05
7.147128503864833e-02	5.925464081813558e-05	4.193190735244005e-05
7.270764564158741e-02	0.000000000000000e+00	0.000000000000000e+00
