9.303973957862796e-03	1.055133748162401e+00	4.355633749492251e-02	1.828678545622466e-02
9.636618938778267e-03	9.545734782945948e-01	3.483595036130222e-02	1.894059289664106e-02
9.981156975696405e-03	9.866385120591846e-01	3.165135539027443e-02	1.961777591447467e-02
1.033801328104848e-02	1.001127599784614e+00	2.864382512444284e-02	2.031917025674488e-02
1.070762826988580e-02	9.930699792567389e-01	2.583674493388993e-02	2.104564155093428e-02
1.109045810341903e-02	9.711847140741878e-01	2.287910729341762e-02	2.179808637330483e-02
1.148697525199057e-02	9.997630818393237e-01	2.136838690002543e-02	2.257743335540960e-02
1.189766907817499e-02	1.000386912736282e+00	1.918609151411615e-02	2.338464433016556e-02
1.232304644072698e-02	1.002339816758494e+00	1.779187013620064e-02	2.422071551890197e-02
1.276363232012229e-02	9.838205351162826e-01	1.591571639093655e-02	2.508667876084927e-02
1.321997046646363e-02	9.765964626637659e-01	1.440016970923424e-02	2.598360278658592e-02
1.369262407055110e-02	9.478243077594690e-01	1.297621650360541e-02	2.691259453701472e-02
1.418217645894551e-02	7.471432629482487e-01	1.023403724414132e-02	2.787480052949661e-02
1.468923181388219e-02	4.062109627642050e-01	6.509832828845712e-03	2.887140827282771e-02
1.521441591892393e-02	2.279649431690171e-01	4.302840508027907e-03	2.990364773280612e-02
1.575837693127321e-02	1.572168969207924e-01	3.261144321677849e-03	3.097279285019713e-02
1.632178618169702e-02	1.078587756301114e-01	2.475382646175048e-03	3.208016311297023e-02
1.690533900305124e-02	8.674891489040738e-02	2.053970073880503e-03	3.322712518474826e-02
1.750975558842733e-02	6.615475425789240e-02	1.650929160455097e-03	3.441509459147857e-02
1.813578187998037e-02	5.490257587687838e-02	1.403958831344869e-03	3.564553746840769e-02
1.878419048953531e-02	4.062098790583268e-02	1.118672795270508e-03	3.691997236951567e-02
1.945578165210766e-02	3.386114373120423e-02	9.550775097539063e-04	3.823997214164297e-02
2.015138421351547e-02	2.823179544792400e-02	8.181447323732503e-04	3.960716586562313e-02
2.087185665330129e-02	2.350502284216431e-02	7.033187028388572e-04	4.102324086681675e-02
2.161808814422677e-02	1.891958832503741e-02	5.931565950645868e-04	4.248994479752805e-02
2.239099964964731e-02	1.613291356717236e-02	5.180395962550132e-04	4.400908779387407e-02
2.319154506012115e-02	1.314366694562853e-02	4.501611281371339e-04	4.558254470976845e-02
2.402071237065566e-02	1.072473955905999e-02	3.898366061021540e-04	4.721225743077680e-02
2.487952490004371e-02	8.759587269675578e-03	3.425776969288847e-04	4.890023727069936e-02
2.576904255379497e-02	7.552459645284648e-03	3.104241821787569e-04	5.064856745383868e-02
2.669036313222081e-02	6.435855010580427e-03	2.612769656837347e-04	5.245940568601577e-02
